"","id","usernames","content.x","joined","timeout","clean_content","id.y","channel","content.y"
"23","01GN4GEPBTA1JNZX64PTCAX7BG","Andrés | ASM","FULLY AWARE OF MY ABILITY TO WIN!","2022-12-25T12:24:23.982Z",NA,"fully aware ability win","01HNM5K6X2MBXKBA0AXRDSVZQ3","01H261HJTJ4K6RM2WWGW5PS40E","You always have the ground, go to the fitness campus and apply the calistenics program G."
"24","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J0H30XPDMT7YF2C5Z6TVRNJV","01H261HJTJ4K6RM2WWGW5PS40E","I think the AIRDROP isn’t anytime soon. Right Gs? 
until then work hard and push ups . "
"25","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J09N9K0TE580XBKQPZCMK8DH","01H261HJTJ4K6RM2WWGW5PS40E","Hey Gs, i couldnt make it on time 
anyone can recap ? "
"26","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J075T9EX4R4P2SACSA0RFVAY","01H261HJTJ4K6RM2WWGW5PS40E","its always recorded and posted in the courses of trw campus"
"27","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J0749A2X81X469QJN22AZYZ4","01H261HJTJ4K6RM2WWGW5PS40E","Gs , has it started or are we all still in lobby"
"28","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J074CGD667S8P6J4W4BHE230","01H261HJTJ4K6RM2WWGW5PS40E","30 Push ups for every 👍 "
"29","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J073MDTCW0P4NWK3G7HJEM6D","01H261HJTJ4K6RM2WWGW5PS40E","Guys has the unfair advantages started? I am still in the ""starting soon"" lobby"
"30","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J0700X97E7R3Z59A98N1J328","01H261HJTJ4K6RM2WWGW5PS40E","Gotham is ours"
"31","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J06ZW077YF8N8H96T24Z4F7Y","01H261HJTJ4K6RM2WWGW5PS40E","Unfair Advantage in 15 Gs"
"32","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J06ZWR4789VSQHRAMVEGEDC3","01H261HJTJ4K6RM2WWGW5PS40E","As soon as I got the tatespeech live notification I jumped to my computer"
"33","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J01QK8VN9BN77WDWXAJDJ0EW","01H261HJTJ4K6RM2WWGW5PS40E","Good day today, completed my daily checklist, thats sign i can do more, will ad too it tomorrow 
every day push my limits 
work more achieve more "
"34","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J01BFVYH2T9NT35XX6EMCJ3J","01H261HJTJ4K6RM2WWGW5PS40E","BLESSED, Thank you Andrew 
Thank you Tristan 
Thank you to all the professors inside TRW 
And Thank you to all the Gs in here .  ✊"
"35","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018HJXS3F59VD2ZV231DHVQ","01H261HJTJ4K6RM2WWGW5PS40E","Its legit bro"
"36","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018J3KVKN3S6BK33FEF5BF0","01H261HJTJ4K6RM2WWGW5PS40E","it is legit bro 
andrew shared a link on the main telegram"
"37","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018K8M1K4DSGSTQ9F76ABQM","01H261HJTJ4K6RM2WWGW5PS40E",NA
"38","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018MHKPV1H15F61FRJA175S","01H261HJTJ4K6RM2WWGW5PS40E","oh sorry Gs"
"39","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018MNRQ5ZV6WZ36R4GCKMKT","01H261HJTJ4K6RM2WWGW5PS40E","no wrong intentions here"
"40","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018MVW83KD139725HKH953A","01H261HJTJ4K6RM2WWGW5PS40E","sorry all "
"41","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J018NCR453CB57MGVZNJ8DBX","01H261HJTJ4K6RM2WWGW5PS40E","okay noted my bad "
"42","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J0076VZNNDGM846QT5FM5W8E","01H261HJTJ4K6RM2WWGW5PS40E","Good Morning Gs, Wake up
do some push ups 
have some coffee without your phone, just thoughts 
then attack the work.
Everyday new achievements in this never ending journey, getting rich and getting more money is just a new achievement every time. 
"
"43","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01J0078XZR3DJ09M9RVHMB6A1J","01H261HJTJ4K6RM2WWGW5PS40E","You got this G ✊"
"44","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZAQBCXCNS1MMRP5QEWTR7Y","01H261HJTJ4K6RM2WWGW5PS40E","Awesome! Congrats G, well played. Too many more achievements"
"45","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZAVNZ28WGED97Y9EK96HT4","01H261HJTJ4K6RM2WWGW5PS40E","Found this on a stream chat yesterday Gs, if anyone finds it useful "
"46","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZAZ5912JYYVSJ97NTGW445","01H261HJTJ4K6RM2WWGW5PS40E","yes 🫡"
"47","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZB19MF39WP54EK9WM0A9S0","01H261HJTJ4K6RM2WWGW5PS40E","You Can play online or against computer, research, chess books , watching chess championships and analyzing "
"48","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZBCT3019SW12HTEP2XHD14","01H261HJTJ4K6RM2WWGW5PS40E","GN G see you tomorow"
"49","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZDPYX6RCMHYDZ5W6K83JBA","01H261HJTJ4K6RM2WWGW5PS40E","Good Day of work today, see you all tomorrow.Gn Gs."
"50","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZ4E4MA52VYK35MQ8B7HX19","01H261HJTJ4K6RM2WWGW5PS40E","Evening Gs, how was your day, how’s the grind ? "
"51","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZZ4HQWNEXBW79KH0W44V1PG","01H261HJTJ4K6RM2WWGW5PS40E","Of course G, who said Grinding 
isn’t working blessed "
"52","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZXR6J5T04V27BAJEC872YYB","01H261HJTJ4K6RM2WWGW5PS40E","Good Morning Gs "
"53","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZX10HVXBFEMEXD19X9N1B9W","01H261HJTJ4K6RM2WWGW5PS40E","Good Night Gs "
"54","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWYYT934VFENX0Q4GWJQT8B","01H261HJTJ4K6RM2WWGW5PS40E","Another hard day of work, I always revise my day and convince myself I haven't worked hard enough. It is never enough. I'm gonna work as hard as I can as much as I can and more every single day. Since I joined the real world my gf has been fighting with me that I am not giving her enough time... I am never giving my time dedicated to work to a woman just to please her. Even if it's gonna end up with a breakup I don't care. I dedicate every second of my days for work, no more ''fun'' time no more bullshit. I am gonna make it."
"55","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWZ83SFADXE2AVMCAV8QE4G","01H261HJTJ4K6RM2WWGW5PS40E","Find someone with a champion emoji 
click on the profile and hover over the championship "
"56","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWJNRSA3F24S0AK04X4N7SQ","01H261HJTJ4K6RM2WWGW5PS40E","Add me G"
"57","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWJA8YKPY1YEPDMVYEWW02T","01H261HJTJ4K6RM2WWGW5PS40E","Goosebumps after this unfair advantage, Back to work Gs. IT IS HAPPENING"
"58","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWJCV5KSXQZHRXV3XSNE442","01H261HJTJ4K6RM2WWGW5PS40E","Goosebumps after this unfair advantage, Back to work Gs. IT IS HAPPENING lets get this power level baby"
"59","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWJDGREBYBZZ0999BPY4XPX","01H261HJTJ4K6RM2WWGW5PS40E","It will renew at the end of ryour month automatically "
"60","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWAX64EWAEBF18TC6JE3C5W","01H261HJTJ4K6RM2WWGW5PS40E","Just entered the crypto trading bootcamp."
"61","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWB5Q9VSJD83HWQRRPSCK4B","01H261HJTJ4K6RM2WWGW5PS40E","How tho? ive been up to date "
"62","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWB607NBHK2YFQWMHB3NMF3","01H261HJTJ4K6RM2WWGW5PS40E","but didn't learn about this "
"63","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWBAFEE4HRKX91KQBHHJ95T","01H261HJTJ4K6RM2WWGW5PS40E","Really? you mind explaining further"
"64","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWBCY6YBWM93KA2MG2VQF0X","01H261HJTJ4K6RM2WWGW5PS40E","They usually are saved "
"65","01HYX8XCFGHF23C8CZC5RRNMJ5","OmranB018","I am 19 years old, fully financially dependent on myself, pay my bills from my own income, dropped out of university before even starting my first year. Committed to Tate's army.","2024-05-27T14:58:20.830Z",NA," 19 years old fully financially dependent pay bills income dropped university even starting first year committed tates army","01HZWBF02HADYMYCG5N9SZSA4K","01H261HJTJ4K6RM2WWGW5PS40E","check the courses in the real world campus, you'll find them there "
